"svcode","asdclass","col","dd"
313,"high risk","a_red","2022-07-18"
314,"unknown risk","e_white","2022-07-18"
316,"unknown risk","e_white","2022-07-18"
318,"unknown risk","e_white","2022-07-18"
319,"high risk","a_red","2022-07-18"
320,"high risk","a_red","2022-07-18"
321,"high risk","a_red","2022-07-18"
322,"high risk","a_red","2022-07-18"
323,"high risk","a_red","2022-07-18"
324,"high risk","a_red","2022-07-18"
325,"unknown risk","e_white","2022-07-18"
326,"high risk","a_red","2022-07-18"
327,"unknown risk","e_white","2022-07-18"
328,"high risk","a_red","2022-07-18"
401,"high risk","a_red","2022-07-18"
402,"low risk","b_green","2022-07-18"
403,"high risk","a_red","2022-07-18"
404,"unknown risk","e_white","2022-07-18"
405,"high risk","a_red","2022-07-18"
406,"high risk","a_red","2022-07-18"
407,"high risk","a_red","2022-07-18"
408,"high risk","a_red","2022-07-18"
409,"high risk","a_red","2022-07-18"
410,"high risk","a_red","2022-07-18"
411,"high risk","a_red","2022-07-18"
412,"high risk","a_red","2022-07-18"
413,"high risk","a_red","2022-07-18"
414,"high risk","a_red","2022-07-18"
415,"high risk","a_red","2022-07-18"
416,"high risk","a_red","2022-07-18"
418,"unknown","d_white","2022-07-18"
420,"high risk","a_red","2022-07-18"
501,"partial risk","c_purple","2022-07-18"
502,"high risk","a_red","2022-07-18"
503,"partial risk","c_purple","2022-07-18"
504,"partial risk","c_purple","2022-07-18"
505,"partial risk","c_purple","2022-07-18"
506,"partial risk","c_purple","2022-07-18"
507,"high risk","a_red","2022-07-18"
508,"high risk","a_red","2022-07-18"
509,"low risk","b_green","2022-07-18"
511,"low risk","b_green","2022-07-18"
512,"high risk","a_red","2022-07-18"
513,"low risk","b_green","2022-07-18"
514,"low risk","b_green","2022-07-18"
515,"high risk","a_red","2022-07-18"
601,"unknown","d_white","2022-07-18"
603,"high risk","a_red","2022-07-18"
604,"high risk","a_red","2022-07-18"
605,"low risk","b_green","2022-07-18"
607,"unknown","d_white","2022-07-18"
610,"unknown","d_white","2022-07-18"
612,"unknown","d_white","2022-07-18"
613,"unknown","d_white","2022-07-18"
614,"unknown","d_white","2022-07-18"
617,"partial risk","c_purple","2022-07-18"
618,"high risk","a_red","2022-07-18"
711,"high risk","a_red","2022-07-18"
714,"high risk","a_red","2022-07-18"
715,"low risk","b_green","2022-07-18"
717,"unknown","d_white","2022-07-18"
718,"low risk","b_green","2022-07-18"
801,"low risk","b_green","2022-07-18"
802,"low risk","b_green","2022-07-18"
803,"low risk","b_green","2022-07-18"
804,"low risk","b_green","2022-07-18"
805,"low risk","b_green","2022-07-18"
806,"low risk","b_green","2022-07-18"
807,"low risk","b_green","2022-07-18"
808,"low risk","b_green","2022-07-18"
901,"low risk","b_green","2022-07-18"
902,"low risk","b_green","2022-07-18"
903,"low risk","b_green","2022-07-18"
904,"low risk","b_green","2022-07-18"
905,"low risk","b_green","2022-07-18"
906,"low risk","b_green","2022-07-18"
907,"unknown","d_white","2022-07-18"
101,"high risk","a_red","2022-07-19"
102,"unknown risk","e_white","2022-07-19"
103,"unknown risk","e_white","2022-07-19"
104,"high risk","a_red","2022-07-19"
105,"high risk","a_red","2022-07-19"
106,"high risk","a_red","2022-07-19"
107,"high risk","a_red","2022-07-19"
108,"high risk","a_red","2022-07-19"
