"svcode","asdclass","col","dd"
418,"high risk","a_red","2022-02-26"
501,"unknown","d_white","2022-02-26"
502,"high risk","a_red","2022-02-26"
503,"partial risk","c_purple","2022-02-26"
504,"partial risk","c_purple","2022-02-26"
505,"partial risk","c_purple","2022-02-26"
506,"unknown","d_white","2022-02-26"
508,"unknown","d_white","2022-02-26"
509,"low risk","b_green","2022-02-26"
510,"unknown","d_white","2022-02-26"
511,"unknown","d_white","2022-02-26"
512,"low risk","b_green","2022-02-26"
513,"partial risk","c_purple","2022-02-26"
514,"low risk","b_green","2022-02-26"
515,"low risk","b_green","2022-02-26"
601,"low risk","b_green","2022-02-26"
603,"low risk","b_green","2022-02-26"
604,"unknown","d_white","2022-02-26"
605,"low risk","b_green","2022-02-26"
607,"low risk","b_green","2022-02-26"
612,"low risk","b_green","2022-02-26"
614,"low risk","b_green","2022-02-26"
617,"low risk","b_green","2022-02-26"
701,"low risk","b_green","2022-02-26"
710,"low risk","b_green","2022-02-26"
711,"high risk","a_red","2022-02-26"
713,"unknown","d_white","2022-02-26"
714,"high risk","a_red","2022-02-26"
715,"high risk","a_red","2022-02-26"
716,"low risk","b_green","2022-02-26"
717,"low risk","b_green","2022-02-26"
718,"high risk","a_red","2022-02-26"
722,"unknown","d_white","2022-02-26"
726,"unknown","d_white","2022-02-26"
801,"low risk","b_green","2022-02-26"
803,"low risk","b_green","2022-02-26"
804,"low risk","b_green","2022-02-26"
805,"low risk","b_green","2022-02-26"
806,"low risk","b_green","2022-02-26"
807,"low risk","b_green","2022-02-26"
808,"low risk","b_green","2022-02-26"
901,"low risk","b_green","2022-02-26"
902,"low risk","b_green","2022-02-26"
903,"partial risk","c_purple","2022-02-26"
904,"low risk","b_green","2022-02-26"
905,"low risk","b_green","2022-02-26"
906,"partial risk","c_purple","2022-02-26"
907,"unknown","d_white","2022-02-26"
102,"unknown risk","e_white","2022-02-27"
103,"unknown risk","e_white","2022-02-27"
109,"unknown risk","e_white","2022-02-27"
110,"high risk","a_red","2022-02-27"
112,"high risk","a_red","2022-02-27"
201,"high risk","a_red","2022-02-27"
202,"partial risk","c_purple","2022-02-27"
203,"low risk","b_green","2022-02-27"
301,"high risk","a_red","2022-02-27"
302,"unknown risk","e_white","2022-02-27"
303,"high risk","a_red","2022-02-27"
304,"high risk","a_red","2022-02-27"
305,"high risk","a_red","2022-02-27"
307,"high risk","a_red","2022-02-27"
308,"high risk","a_red","2022-02-27"
309,"unknown risk","e_white","2022-02-27"
310,"high risk","a_red","2022-02-27"
311,"unknown risk","e_white","2022-02-27"
312,"unknown risk","e_white","2022-02-27"
313,"high risk","a_red","2022-02-27"
314,"unknown risk","e_white","2022-02-27"
316,"unknown risk","e_white","2022-02-27"
318,"unknown risk","e_white","2022-02-27"
319,"high risk","a_red","2022-02-27"
320,"high risk","a_red","2022-02-27"
321,"high risk","a_red","2022-02-27"
322,"high risk","a_red","2022-02-27"
323,"high risk","a_red","2022-02-27"
324,"high risk","a_red","2022-02-27"
325,"unknown risk","e_white","2022-02-27"
326,"high risk","a_red","2022-02-27"
327,"unknown risk","e_white","2022-02-27"
328,"high risk","a_red","2022-02-27"
402,"high risk","a_red","2022-02-27"
404,"unknown risk","e_white","2022-02-27"
405,"low risk","b_green","2022-02-27"
409,"low risk","b_green","2022-02-27"
411,"unknown","d_white","2022-02-27"
412,"low risk","b_green","2022-02-27"
413,"unknown","d_white","2022-02-27"
414,"low risk","b_green","2022-02-27"
415,"low risk","b_green","2022-02-27"
416,"low risk","b_green","2022-02-27"
418,"high risk","a_red","2022-02-27"
501,"unknown","d_white","2022-02-27"
502,"high risk","a_red","2022-02-27"
503,"partial risk","c_purple","2022-02-27"
504,"partial risk","c_purple","2022-02-27"
505,"partial risk","c_purple","2022-02-27"
506,"unknown","d_white","2022-02-27"
508,"unknown","d_white","2022-02-27"
509,"low risk","b_green","2022-02-27"
510,"unknown","d_white","2022-02-27"
511,"unknown","d_white","2022-02-27"
512,"low risk","b_green","2022-02-27"
513,"partial risk","c_purple","2022-02-27"
514,"low risk","b_green","2022-02-27"
515,"low risk","b_green","2022-02-27"
601,"low risk","b_green","2022-02-27"
603,"low risk","b_green","2022-02-27"
604,"unknown","d_white","2022-02-27"
605,"low risk","b_green","2022-02-27"
607,"low risk","b_green","2022-02-27"
612,"low risk","b_green","2022-02-27"
614,"low risk","b_green","2022-02-27"
617,"low risk","b_green","2022-02-27"
701,"low risk","b_green","2022-02-27"
710,"low risk","b_green","2022-02-27"
711,"high risk","a_red","2022-02-27"
713,"unknown","d_white","2022-02-27"
714,"high risk","a_red","2022-02-27"
715,"high risk","a_red","2022-02-27"
716,"low risk","b_green","2022-02-27"
717,"low risk","b_green","2022-02-27"
718,"high risk","a_red","2022-02-27"
722,"unknown","d_white","2022-02-27"
726,"unknown","d_white","2022-02-27"
801,"low risk","b_green","2022-02-27"
803,"low risk","b_green","2022-02-27"
804,"low risk","b_green","2022-02-27"
805,"low risk","b_green","2022-02-27"
806,"low risk","b_green","2022-02-27"
807,"low risk","b_green","2022-02-27"
808,"low risk","b_green","2022-02-27"
901,"low risk","b_green","2022-02-27"
902,"low risk","b_green","2022-02-27"
903,"partial risk","c_purple","2022-02-27"
904,"low risk","b_green","2022-02-27"
905,"low risk","b_green","2022-02-27"
906,"partial risk","c_purple","2022-02-27"
907,"unknown","d_white","2022-02-27"
102,"unknown risk","e_white","2022-02-28"
103,"unknown risk","e_white","2022-02-28"
109,"unknown risk","e_white","2022-02-28"
110,"high risk","a_red","2022-02-28"
112,"high risk","a_red","2022-02-28"
201,"high risk","a_red","2022-02-28"
202,"partial risk","c_purple","2022-02-28"
203,"low risk","b_green","2022-02-28"
301,"high risk","a_red","2022-02-28"
302,"unknown risk","e_white","2022-02-28"
303,"high risk","a_red","2022-02-28"
304,"high risk","a_red","2022-02-28"
305,"high risk","a_red","2022-02-28"
307,"high risk","a_red","2022-02-28"
308,"high risk","a_red","2022-02-28"
309,"unknown risk","e_white","2022-02-28"
310,"high risk","a_red","2022-02-28"
311,"unknown risk","e_white","2022-02-28"
312,"unknown risk","e_white","2022-02-28"
313,"high risk","a_red","2022-02-28"
314,"unknown risk","e_white","2022-02-28"
316,"unknown risk","e_white","2022-02-28"
318,"unknown risk","e_white","2022-02-28"
319,"high risk","a_red","2022-02-28"
320,"high risk","a_red","2022-02-28"
321,"high risk","a_red","2022-02-28"
322,"high risk","a_red","2022-02-28"
323,"high risk","a_red","2022-02-28"
324,"high risk","a_red","2022-02-28"
325,"unknown risk","e_white","2022-02-28"
326,"high risk","a_red","2022-02-28"
327,"unknown risk","e_white","2022-02-28"
328,"high risk","a_red","2022-02-28"
402,"high risk","a_red","2022-02-28"
404,"unknown risk","e_white","2022-02-28"
405,"low risk","b_green","2022-02-28"
409,"low risk","b_green","2022-02-28"
411,"unknown","d_white","2022-02-28"
412,"low risk","b_green","2022-02-28"
413,"unknown","d_white","2022-02-28"
414,"low risk","b_green","2022-02-28"
415,"low risk","b_green","2022-02-28"
416,"low risk","b_green","2022-02-28"
418,"high risk","a_red","2022-02-28"
501,"unknown","d_white","2022-02-28"
502,"high risk","a_red","2022-02-28"
503,"partial risk","c_purple","2022-02-28"
504,"partial risk","c_purple","2022-02-28"
505,"partial risk","c_purple","2022-02-28"
506,"unknown","d_white","2022-02-28"
508,"unknown","d_white","2022-02-28"
509,"low risk","b_green","2022-02-28"
510,"unknown","d_white","2022-02-28"
511,"unknown","d_white","2022-02-28"
512,"low risk","b_green","2022-02-28"
513,"partial risk","c_purple","2022-02-28"
514,"low risk","b_green","2022-02-28"
515,"low risk","b_green","2022-02-28"
601,"low risk","b_green","2022-02-28"
603,"low risk","b_green","2022-02-28"
604,"unknown","d_white","2022-02-28"
605,"low risk","b_green","2022-02-28"
607,"low risk","b_green","2022-02-28"
612,"low risk","b_green","2022-02-28"
614,"low risk","b_green","2022-02-28"
617,"low risk","b_green","2022-02-28"
701,"low risk","b_green","2022-02-28"
710,"low risk","b_green","2022-02-28"
711,"high risk","a_red","2022-02-28"
713,"unknown","d_white","2022-02-28"
714,"high risk","a_red","2022-02-28"
715,"high risk","a_red","2022-02-28"
716,"low risk","b_green","2022-02-28"
717,"low risk","b_green","2022-02-28"
718,"high risk","a_red","2022-02-28"
722,"unknown","d_white","2022-02-28"
726,"unknown","d_white","2022-02-28"
801,"low risk","b_green","2022-02-28"
803,"low risk","b_green","2022-02-28"
804,"low risk","b_green","2022-02-28"
805,"low risk","b_green","2022-02-28"
806,"low risk","b_green","2022-02-28"
807,"low risk","b_green","2022-02-28"
808,"low risk","b_green","2022-02-28"
901,"low risk","b_green","2022-02-28"
902,"low risk","b_green","2022-02-28"
903,"partial risk","c_purple","2022-02-28"
904,"low risk","b_green","2022-02-28"
905,"low risk","b_green","2022-02-28"
906,"partial risk","c_purple","2022-02-28"
907,"unknown","d_white","2022-02-28"
102,"unknown risk","e_white","2022-03-01"
103,"unknown risk","e_white","2022-03-01"
109,"unknown risk","e_white","2022-03-01"
110,"high risk","a_red","2022-03-01"
112,"high risk","a_red","2022-03-01"
201,"high risk","a_red","2022-03-01"
202,"high risk","a_red","2022-03-01"
203,"high risk","a_red","2022-03-01"
301,"high risk","a_red","2022-03-01"
302,"unknown risk","e_white","2022-03-01"
303,"high risk","a_red","2022-03-01"
304,"high risk","a_red","2022-03-01"
305,"high risk","a_red","2022-03-01"
307,"high risk","a_red","2022-03-01"
308,"high risk","a_red","2022-03-01"
309,"unknown risk","e_white","2022-03-01"
310,"high risk","a_red","2022-03-01"
311,"unknown risk","e_white","2022-03-01"
312,"unknown risk","e_white","2022-03-01"
313,"high risk","a_red","2022-03-01"
314,"unknown risk","e_white","2022-03-01"
316,"unknown risk","e_white","2022-03-01"
318,"unknown risk","e_white","2022-03-01"
319,"high risk","a_red","2022-03-01"
320,"high risk","a_red","2022-03-01"
321,"high risk","a_red","2022-03-01"
322,"high risk","a_red","2022-03-01"
323,"high risk","a_red","2022-03-01"
324,"high risk","a_red","2022-03-01"
325,"unknown risk","e_white","2022-03-01"
326,"high risk","a_red","2022-03-01"
327,"unknown risk","e_white","2022-03-01"
328,"high risk","a_red","2022-03-01"
402,"high risk","a_red","2022-03-01"
404,"unknown risk","e_white","2022-03-01"
405,"low risk","b_green","2022-03-01"
409,"unknown","d_white","2022-03-01"
411,"unknown","d_white","2022-03-01"
412,"partial risk","c_purple","2022-03-01"
413,"unknown","d_white","2022-03-01"
414,"unknown","d_white","2022-03-01"
415,"low risk","b_green","2022-03-01"
416,"low risk","b_green","2022-03-01"
418,"high risk","a_red","2022-03-01"
501,"partial risk","c_purple","2022-03-01"
502,"high risk","a_red","2022-03-01"
503,"high risk","a_red","2022-03-01"
504,"partial risk","c_purple","2022-03-01"
505,"partial risk","c_purple","2022-03-01"
506,"low risk","b_green","2022-03-01"
508,"unknown","d_white","2022-03-01"
509,"high risk","a_red","2022-03-01"
510,"low risk","b_green","2022-03-01"
511,"low risk","b_green","2022-03-01"
512,"low risk","b_green","2022-03-01"
513,"partial risk","c_purple","2022-03-01"
514,"low risk","b_green","2022-03-01"
515,"low risk","b_green","2022-03-01"
601,"high risk","a_red","2022-03-01"
603,"high risk","a_red","2022-03-01"
605,"low risk","b_green","2022-03-01"
607,"unknown","d_white","2022-03-01"
614,"partial risk","c_purple","2022-03-01"
701,"unknown","d_white","2022-03-01"
710,"unknown","d_white","2022-03-01"
711,"high risk","a_red","2022-03-01"
713,"unknown","d_white","2022-03-01"
714,"high risk","a_red","2022-03-01"
715,"high risk","a_red","2022-03-01"
716,"unknown","d_white","2022-03-01"
717,"low risk","b_green","2022-03-01"
718,"high risk","a_red","2022-03-01"
722,"unknown","d_white","2022-03-01"
726,"unknown","d_white","2022-03-01"
801,"low risk","b_green","2022-03-01"
802,"low risk","b_green","2022-03-01"
803,"low risk","b_green","2022-03-01"
804,"low risk","b_green","2022-03-01"
805,"low risk","b_green","2022-03-01"
806,"low risk","b_green","2022-03-01"
807,"low risk","b_green","2022-03-01"
808,"low risk","b_green","2022-03-01"
901,"high risk","a_red","2022-03-01"
902,"partial risk","c_purple","2022-03-01"
903,"partial risk","c_purple","2022-03-01"
904,"low risk","b_green","2022-03-01"
905,"low risk","b_green","2022-03-01"
906,"partial risk","c_purple","2022-03-01"
907,"partial risk","c_purple","2022-03-01"
102,"unknown risk","e_white","2022-03-02"
103,"unknown risk","e_white","2022-03-02"
109,"unknown risk","e_white","2022-03-02"
110,"high risk","a_red","2022-03-02"
112,"high risk","a_red","2022-03-02"
201,"high risk","a_red","2022-03-02"
202,"high risk","a_red","2022-03-02"
203,"high risk","a_red","2022-03-02"
301,"high risk","a_red","2022-03-02"
302,"unknown risk","e_white","2022-03-02"
303,"high risk","a_red","2022-03-02"
304,"high risk","a_red","2022-03-02"
305,"high risk","a_red","2022-03-02"
307,"high risk","a_red","2022-03-02"
308,"high risk","a_red","2022-03-02"
309,"unknown risk","e_white","2022-03-02"
310,"high risk","a_red","2022-03-02"
311,"unknown risk","e_white","2022-03-02"
312,"unknown risk","e_white","2022-03-02"
313,"high risk","a_red","2022-03-02"
314,"unknown risk","e_white","2022-03-02"
316,"unknown risk","e_white","2022-03-02"
318,"unknown risk","e_white","2022-03-02"
319,"high risk","a_red","2022-03-02"
320,"high risk","a_red","2022-03-02"
321,"high risk","a_red","2022-03-02"
322,"high risk","a_red","2022-03-02"
323,"high risk","a_red","2022-03-02"
324,"high risk","a_red","2022-03-02"
325,"unknown risk","e_white","2022-03-02"
326,"high risk","a_red","2022-03-02"
327,"unknown risk","e_white","2022-03-02"
328,"high risk","a_red","2022-03-02"
402,"high risk","a_red","2022-03-02"
404,"unknown risk","e_white","2022-03-02"
405,"low risk","b_green","2022-03-02"
409,"unknown","d_white","2022-03-02"
411,"unknown","d_white","2022-03-02"
412,"partial risk","c_purple","2022-03-02"
413,"unknown","d_white","2022-03-02"
414,"unknown","d_white","2022-03-02"
415,"low risk","b_green","2022-03-02"
416,"low risk","b_green","2022-03-02"
418,"high risk","a_red","2022-03-02"
501,"partial risk","c_purple","2022-03-02"
502,"high risk","a_red","2022-03-02"
503,"high risk","a_red","2022-03-02"
504,"partial risk","c_purple","2022-03-02"
505,"partial risk","c_purple","2022-03-02"
506,"low risk","b_green","2022-03-02"
508,"unknown","d_white","2022-03-02"
509,"high risk","a_red","2022-03-02"
510,"low risk","b_green","2022-03-02"
511,"low risk","b_green","2022-03-02"
512,"low risk","b_green","2022-03-02"
513,"partial risk","c_purple","2022-03-02"
514,"low risk","b_green","2022-03-02"
515,"low risk","b_green","2022-03-02"
601,"high risk","a_red","2022-03-02"
603,"high risk","a_red","2022-03-02"
605,"low risk","b_green","2022-03-02"
607,"unknown","d_white","2022-03-02"
614,"partial risk","c_purple","2022-03-02"
701,"unknown","d_white","2022-03-02"
710,"unknown","d_white","2022-03-02"
711,"high risk","a_red","2022-03-02"
713,"unknown","d_white","2022-03-02"
714,"high risk","a_red","2022-03-02"
715,"high risk","a_red","2022-03-02"
716,"unknown","d_white","2022-03-02"
717,"low risk","b_green","2022-03-02"
718,"high risk","a_red","2022-03-02"
722,"unknown","d_white","2022-03-02"
726,"unknown","d_white","2022-03-02"
801,"low risk","b_green","2022-03-02"
802,"low risk","b_green","2022-03-02"
803,"low risk","b_green","2022-03-02"
804,"low risk","b_green","2022-03-02"
805,"low risk","b_green","2022-03-02"
806,"low risk","b_green","2022-03-02"
807,"low risk","b_green","2022-03-02"
808,"low risk","b_green","2022-03-02"
901,"high risk","a_red","2022-03-02"
902,"partial risk","c_purple","2022-03-02"
903,"partial risk","c_purple","2022-03-02"
904,"low risk","b_green","2022-03-02"
905,"low risk","b_green","2022-03-02"
906,"partial risk","c_purple","2022-03-02"
907,"partial risk","c_purple","2022-03-02"
102,"unknown risk","e_white","2022-03-03"
103,"unknown risk","e_white","2022-03-03"
109,"unknown risk","e_white","2022-03-03"
110,"high risk","a_red","2022-03-03"
112,"high risk","a_red","2022-03-03"
201,"high risk","a_red","2022-03-03"
202,"high risk","a_red","2022-03-03"
203,"high risk","a_red","2022-03-03"
301,"high risk","a_red","2022-03-03"
302,"unknown risk","e_white","2022-03-03"
303,"high risk","a_red","2022-03-03"
304,"high risk","a_red","2022-03-03"
305,"high risk","a_red","2022-03-03"
307,"high risk","a_red","2022-03-03"
308,"high risk","a_red","2022-03-03"
309,"unknown risk","e_white","2022-03-03"
310,"high risk","a_red","2022-03-03"
311,"unknown risk","e_white","2022-03-03"
312,"unknown risk","e_white","2022-03-03"
313,"high risk","a_red","2022-03-03"
314,"unknown risk","e_white","2022-03-03"
316,"unknown risk","e_white","2022-03-03"
318,"unknown risk","e_white","2022-03-03"
319,"high risk","a_red","2022-03-03"
320,"high risk","a_red","2022-03-03"
321,"high risk","a_red","2022-03-03"
322,"high risk","a_red","2022-03-03"
323,"high risk","a_red","2022-03-03"
324,"high risk","a_red","2022-03-03"
325,"unknown risk","e_white","2022-03-03"
326,"high risk","a_red","2022-03-03"
327,"unknown risk","e_white","2022-03-03"
328,"high risk","a_red","2022-03-03"
402,"high risk","a_red","2022-03-03"
404,"unknown risk","e_white","2022-03-03"
405,"low risk","b_green","2022-03-03"
409,"unknown","d_white","2022-03-03"
411,"unknown","d_white","2022-03-03"
412,"partial risk","c_purple","2022-03-03"
413,"unknown","d_white","2022-03-03"
414,"unknown","d_white","2022-03-03"
415,"low risk","b_green","2022-03-03"
416,"low risk","b_green","2022-03-03"
418,"high risk","a_red","2022-03-03"
501,"partial risk","c_purple","2022-03-03"
502,"high risk","a_red","2022-03-03"
503,"high risk","a_red","2022-03-03"
504,"partial risk","c_purple","2022-03-03"
505,"partial risk","c_purple","2022-03-03"
506,"low risk","b_green","2022-03-03"
508,"unknown","d_white","2022-03-03"
509,"high risk","a_red","2022-03-03"
510,"low risk","b_green","2022-03-03"
511,"low risk","b_green","2022-03-03"
512,"low risk","b_green","2022-03-03"
513,"partial risk","c_purple","2022-03-03"
514,"low risk","b_green","2022-03-03"
515,"low risk","b_green","2022-03-03"
601,"high risk","a_red","2022-03-03"
603,"high risk","a_red","2022-03-03"
605,"low risk","b_green","2022-03-03"
607,"unknown","d_white","2022-03-03"
614,"partial risk","c_purple","2022-03-03"
701,"unknown","d_white","2022-03-03"
710,"unknown","d_white","2022-03-03"
711,"high risk","a_red","2022-03-03"
713,"unknown","d_white","2022-03-03"
714,"high risk","a_red","2022-03-03"
715,"high risk","a_red","2022-03-03"
716,"unknown","d_white","2022-03-03"
717,"low risk","b_green","2022-03-03"
718,"high risk","a_red","2022-03-03"
722,"unknown","d_white","2022-03-03"
726,"unknown","d_white","2022-03-03"
801,"low risk","b_green","2022-03-03"
802,"low risk","b_green","2022-03-03"
803,"low risk","b_green","2022-03-03"
804,"low risk","b_green","2022-03-03"
805,"low risk","b_green","2022-03-03"
806,"low risk","b_green","2022-03-03"
807,"low risk","b_green","2022-03-03"
808,"low risk","b_green","2022-03-03"
901,"high risk","a_red","2022-03-03"
902,"partial risk","c_purple","2022-03-03"
903,"partial risk","c_purple","2022-03-03"
904,"low risk","b_green","2022-03-03"
905,"low risk","b_green","2022-03-03"
906,"partial risk","c_purple","2022-03-03"
907,"partial risk","c_purple","2022-03-03"
102,"unknown risk","e_white","2022-03-04"
103,"unknown risk","e_white","2022-03-04"
109,"unknown risk","e_white","2022-03-04"
110,"high risk","a_red","2022-03-04"
112,"high risk","a_red","2022-03-04"
201,"high risk","a_red","2022-03-04"
202,"high risk","a_red","2022-03-04"
203,"high risk","a_red","2022-03-04"
301,"high risk","a_red","2022-03-04"
302,"unknown risk","e_white","2022-03-04"
303,"high risk","a_red","2022-03-04"
304,"high risk","a_red","2022-03-04"
305,"high risk","a_red","2022-03-04"
307,"high risk","a_red","2022-03-04"
308,"high risk","a_red","2022-03-04"
309,"unknown risk","e_white","2022-03-04"
310,"high risk","a_red","2022-03-04"
311,"unknown risk","e_white","2022-03-04"
312,"unknown risk","e_white","2022-03-04"
313,"high risk","a_red","2022-03-04"
314,"unknown risk","e_white","2022-03-04"
316,"unknown risk","e_white","2022-03-04"
318,"unknown risk","e_white","2022-03-04"
319,"high risk","a_red","2022-03-04"
320,"high risk","a_red","2022-03-04"
321,"high risk","a_red","2022-03-04"
322,"high risk","a_red","2022-03-04"
323,"high risk","a_red","2022-03-04"
324,"high risk","a_red","2022-03-04"
325,"unknown risk","e_white","2022-03-04"
326,"high risk","a_red","2022-03-04"
327,"unknown risk","e_white","2022-03-04"
328,"high risk","a_red","2022-03-04"
402,"high risk","a_red","2022-03-04"
404,"unknown risk","e_white","2022-03-04"
405,"low risk","b_green","2022-03-04"
409,"unknown","d_white","2022-03-04"
411,"unknown","d_white","2022-03-04"
412,"partial risk","c_purple","2022-03-04"
413,"unknown","d_white","2022-03-04"
414,"unknown","d_white","2022-03-04"
415,"low risk","b_green","2022-03-04"
416,"low risk","b_green","2022-03-04"
418,"high risk","a_red","2022-03-04"
501,"low risk","b_green","2022-03-04"
502,"high risk","a_red","2022-03-04"
503,"high risk","a_red","2022-03-04"
504,"partial risk","c_purple","2022-03-04"
505,"partial risk","c_purple","2022-03-04"
506,"low risk","b_green","2022-03-04"
508,"unknown","d_white","2022-03-04"
509,"high risk","a_red","2022-03-04"
510,"low risk","b_green","2022-03-04"
511,"low risk","b_green","2022-03-04"
512,"low risk","b_green","2022-03-04"
513,"partial risk","c_purple","2022-03-04"
514,"low risk","b_green","2022-03-04"
515,"low risk","b_green","2022-03-04"
601,"high risk","a_red","2022-03-04"
603,"high risk","a_red","2022-03-04"
605,"low risk","b_green","2022-03-04"
607,"high risk","a_red","2022-03-04"
614,"partial risk","c_purple","2022-03-04"
701,"unknown","d_white","2022-03-04"
710,"unknown","d_white","2022-03-04"
711,"high risk","a_red","2022-03-04"
713,"unknown","d_white","2022-03-04"
714,"high risk","a_red","2022-03-04"
715,"high risk","a_red","2022-03-04"
716,"unknown","d_white","2022-03-04"
717,"low risk","b_green","2022-03-04"
718,"high risk","a_red","2022-03-04"
722,"unknown","d_white","2022-03-04"
726,"unknown","d_white","2022-03-04"
801,"low risk","b_green","2022-03-04"
802,"low risk","b_green","2022-03-04"
803,"low risk","b_green","2022-03-04"
804,"low risk","b_green","2022-03-04"
805,"low risk","b_green","2022-03-04"
806,"low risk","b_green","2022-03-04"
807,"low risk","b_green","2022-03-04"
808,"low risk","b_green","2022-03-04"
901,"high risk","a_red","2022-03-04"
902,"partial risk","c_purple","2022-03-04"
903,"partial risk","c_purple","2022-03-04"
904,"low risk","b_green","2022-03-04"
905,"low risk","b_green","2022-03-04"
906,"partial risk","c_purple","2022-03-04"
907,"partial risk","c_purple","2022-03-04"
102,"unknown risk","e_white","2022-03-05"
103,"unknown risk","e_white","2022-03-05"
109,"unknown risk","e_white","2022-03-05"
110,"high risk","a_red","2022-03-05"
112,"high risk","a_red","2022-03-05"
201,"high risk","a_red","2022-03-05"
202,"high risk","a_red","2022-03-05"
203,"high risk","a_red","2022-03-05"
301,"high risk","a_red","2022-03-05"
302,"unknown risk","e_white","2022-03-05"
303,"high risk","a_red","2022-03-05"
304,"high risk","a_red","2022-03-05"
305,"high risk","a_red","2022-03-05"
307,"high risk","a_red","2022-03-05"
308,"high risk","a_red","2022-03-05"
309,"unknown risk","e_white","2022-03-05"
310,"high risk","a_red","2022-03-05"
311,"unknown risk","e_white","2022-03-05"
312,"unknown risk","e_white","2022-03-05"
313,"high risk","a_red","2022-03-05"
314,"unknown risk","e_white","2022-03-05"
316,"unknown risk","e_white","2022-03-05"
318,"unknown risk","e_white","2022-03-05"
319,"high risk","a_red","2022-03-05"
320,"high risk","a_red","2022-03-05"
321,"high risk","a_red","2022-03-05"
322,"high risk","a_red","2022-03-05"
323,"high risk","a_red","2022-03-05"
324,"high risk","a_red","2022-03-05"
325,"unknown risk","e_white","2022-03-05"
326,"high risk","a_red","2022-03-05"
327,"unknown risk","e_white","2022-03-05"
328,"high risk","a_red","2022-03-05"
402,"high risk","a_red","2022-03-05"
404,"unknown risk","e_white","2022-03-05"
405,"low risk","b_green","2022-03-05"
409,"unknown","d_white","2022-03-05"
411,"unknown","d_white","2022-03-05"
412,"partial risk","c_purple","2022-03-05"
413,"unknown","d_white","2022-03-05"
414,"unknown","d_white","2022-03-05"
415,"low risk","b_green","2022-03-05"
416,"low risk","b_green","2022-03-05"
418,"high risk","a_red","2022-03-05"
501,"low risk","b_green","2022-03-05"
502,"high risk","a_red","2022-03-05"
503,"high risk","a_red","2022-03-05"
504,"partial risk","c_purple","2022-03-05"
505,"partial risk","c_purple","2022-03-05"
506,"low risk","b_green","2022-03-05"
508,"unknown","d_white","2022-03-05"
509,"high risk","a_red","2022-03-05"
510,"low risk","b_green","2022-03-05"
511,"low risk","b_green","2022-03-05"
512,"low risk","b_green","2022-03-05"
513,"partial risk","c_purple","2022-03-05"
514,"low risk","b_green","2022-03-05"
515,"low risk","b_green","2022-03-05"
601,"high risk","a_red","2022-03-05"
603,"high risk","a_red","2022-03-05"
605,"low risk","b_green","2022-03-05"
607,"high risk","a_red","2022-03-05"
614,"partial risk","c_purple","2022-03-05"
701,"unknown","d_white","2022-03-05"
710,"unknown","d_white","2022-03-05"
711,"high risk","a_red","2022-03-05"
713,"unknown","d_white","2022-03-05"
714,"high risk","a_red","2022-03-05"
715,"high risk","a_red","2022-03-05"
716,"unknown","d_white","2022-03-05"
717,"low risk","b_green","2022-03-05"
718,"high risk","a_red","2022-03-05"
722,"unknown","d_white","2022-03-05"
726,"unknown","d_white","2022-03-05"
801,"low risk","b_green","2022-03-05"
802,"low risk","b_green","2022-03-05"
803,"low risk","b_green","2022-03-05"
804,"low risk","b_green","2022-03-05"
805,"low risk","b_green","2022-03-05"
806,"low risk","b_green","2022-03-05"
807,"low risk","b_green","2022-03-05"
808,"low risk","b_green","2022-03-05"
901,"high risk","a_red","2022-03-05"
902,"partial risk","c_purple","2022-03-05"
903,"partial risk","c_purple","2022-03-05"
904,"low risk","b_green","2022-03-05"
905,"low risk","b_green","2022-03-05"
906,"partial risk","c_purple","2022-03-05"
907,"partial risk","c_purple","2022-03-05"
102,"unknown risk","e_white","2022-03-06"
103,"unknown risk","e_white","2022-03-06"
109,"unknown risk","e_white","2022-03-06"
110,"high risk","a_red","2022-03-06"
112,"high risk","a_red","2022-03-06"
201,"high risk","a_red","2022-03-06"
202,"high risk","a_red","2022-03-06"
203,"high risk","a_red","2022-03-06"
301,"high risk","a_red","2022-03-06"
302,"unknown risk","e_white","2022-03-06"
303,"high risk","a_red","2022-03-06"
304,"high risk","a_red","2022-03-06"
305,"high risk","a_red","2022-03-06"
307,"high risk","a_red","2022-03-06"
308,"high risk","a_red","2022-03-06"
309,"unknown risk","e_white","2022-03-06"
310,"high risk","a_red","2022-03-06"
311,"unknown risk","e_white","2022-03-06"
312,"unknown risk","e_white","2022-03-06"
313,"high risk","a_red","2022-03-06"
314,"unknown risk","e_white","2022-03-06"
316,"unknown risk","e_white","2022-03-06"
318,"unknown risk","e_white","2022-03-06"
319,"high risk","a_red","2022-03-06"
320,"high risk","a_red","2022-03-06"
321,"high risk","a_red","2022-03-06"
322,"high risk","a_red","2022-03-06"
323,"high risk","a_red","2022-03-06"
324,"high risk","a_red","2022-03-06"
325,"unknown risk","e_white","2022-03-06"
326,"high risk","a_red","2022-03-06"
327,"unknown risk","e_white","2022-03-06"
328,"high risk","a_red","2022-03-06"
402,"high risk","a_red","2022-03-06"
404,"unknown risk","e_white","2022-03-06"
405,"low risk","b_green","2022-03-06"
409,"unknown","d_white","2022-03-06"
411,"unknown","d_white","2022-03-06"
412,"partial risk","c_purple","2022-03-06"
413,"unknown","d_white","2022-03-06"
414,"unknown","d_white","2022-03-06"
415,"low risk","b_green","2022-03-06"
